user_id,education_level,field_of_study,analytical_score,creative_score,social_score,linguistic_score,hands_on_score,simulation_id,simulation_categoria,simulation_nivel_dificultad,simulation_duracion_horas,simulation_industria,label,engagement_probability,source_dataset,sample_type,education_level_encoded,field_of_study_encoded,simulation_categoria_encoded,simulation_nivel_dificultad_encoded,simulation_industria_encoded
cp_4707,PhD,Science,42,41,60,53,59,sim_research_scientist,STEM,Lower-Intermediate,6.6,Technology,0,0.20602239391928304,career_paths,negative,3,12,7,3,7
cp_4708,Master's,Engineering,95,39,42,50,64,sim_clerk,Finance,Beginner,3.7,Finance & Banking,1,0.5459999999999999,career_paths,positive,2,6,3,1,3
cp_4708,Master's,Engineering,95,39,42,50,64,sim_database_designer,STEM,Advanced,12.3,Technology,0,0.18604661353654647,career_paths,negative,2,6,7,0,7
cp_4708,Master's,Engineering,95,39,42,50,64,sim_graphic_designer,Design,Upper-Intermediate,9.6,Creative & Design,0,0.3559731379500788,career_paths,negative,2,6,1,4,1
cp_4709,High School,Arts,94,26,57,50,58,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,1,0.5748571428571427,career_paths,positive,1,0,3,0,3
cp_4709,High School,Arts,94,26,57,50,58,sim_software_engineer,STEM,Expert,20.0,Technology,0,0.1989797217629125,career_paths,negative,1,0,7,2,7
cp_4709,High School,Arts,94,26,57,50,58,sim_content_strategist,Business,Beginner,3.3,Business & Management,0,0.3450215257255574,career_paths,negative,1,0,0,1,0
cp_4710,High School,Arts,77,26,43,65,50,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,1,0.6819999999999999,career_paths,positive,1,0,3,0,3
cp_4710,High School,Arts,77,26,43,65,50,sim_ai_specialist,Other,Upper-Intermediate,9.4,General,0,0.3983130449514872,career_paths,negative,1,0,6,4,4
cp_4710,High School,Arts,77,26,43,65,50,sim_biostatistician,Other,Beginner,3.7,General,0,0.3522284613481137,career_paths,negative,1,0,6,1,4
cp_4711,High School,Science,58,69,72,75,59,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,1,0.794,career_paths,positive,1,12,0,4,0
cp_4711,High School,Science,58,69,72,75,59,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,0,0.20384287793028769,career_paths,negative,1,12,3,0,3
cp_4711,High School,Science,58,69,72,75,59,sim_software_developer,STEM,Advanced,14.2,Technology,0,0.3133757180238588,career_paths,negative,1,12,7,0,7
cp_4712,PhD,Finance,92,40,47,53,52,sim_clerk,Finance,Beginner,3.7,Finance & Banking,1,0.637,career_paths,positive,3,7,3,1,3
cp_4712,PhD,Finance,92,40,47,53,52,sim_cybersecurity_analyst,STEM,Lower-Intermediate,5.2,Technology,0,0.260177034097322,career_paths,negative,3,7,7,3,7
cp_4712,PhD,Finance,92,40,47,53,52,sim_cybersecurity_specialist,Other,Advanced,12.3,General,0,0.33595533516502263,career_paths,negative,3,7,6,0,4
cp_4713,High School,Arts,64,50,65,87,62,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,1,0.5159999999999999,career_paths,positive,1,0,0,4,0
cp_4713,High School,Arts,64,50,65,87,62,sim_ux_researcher,STEM,Advanced,14.4,Technology,0,0.14592921839387252,career_paths,negative,1,0,7,0,7
cp_4713,High School,Arts,64,50,65,87,62,"sim_para_medical_(physiotherapy,_occupational_theropy,_audio_and_speech_language_theropy,_nursing)",Health,Expert,19.1,Healthcare,0,0.2914403777937712,career_paths,negative,1,0,4,2,5
cp_4714,High School,Commerce,85,27,52,66,67,sim_clerk,Finance,Beginner,3.7,Finance & Banking,0,0.44099999999999995,career_paths,positive,1,2,3,1,3
cp_4714,High School,Commerce,85,27,52,66,67,sim_marketing_manager,Business,Advanced,12.3,Business & Management,0,0.3321000320025204,career_paths,negative,1,2,0,0,0
cp_4714,High School,Commerce,85,27,52,66,67,sim_lawyer,Legal,Expert,16.6,Legal Services,0,0.32836940062199205,career_paths,negative,1,2,5,2,6
cp_4715,High School,Psychology,95,43,54,46,66,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.709,career_paths,positive,1,11,7,2,7
cp_4715,High School,Psychology,95,43,54,46,66,sim_internal_auditor,Finance,Advanced,16.0,Finance & Banking,0,0.38907790168113454,career_paths,negative,1,11,3,0,3
cp_4715,High School,Psychology,95,43,54,46,66,sim_database_designer,STEM,Advanced,12.3,Technology,0,0.11752341423529603,career_paths,negative,1,11,7,0,7
cp_4716,High School,Arts,83,44,41,51,67,sim_research_scientist,STEM,Lower-Intermediate,6.6,Technology,1,0.673,career_paths,positive,1,0,7,3,7
cp_4716,High School,Arts,83,44,41,51,67,sim_fashion_designer,Design,Beginner,5.0,Creative & Design,0,0.2037338107276872,career_paths,negative,1,0,1,1,1
cp_4716,High School,Arts,83,44,41,51,67,sim_content_strategist,Business,Beginner,3.3,Business & Management,0,0.24296607453743166,career_paths,negative,1,0,0,1,0
cp_4717,High School,Computer Science,65,53,66,83,63,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,1,0.593,career_paths,positive,1,3,0,4,0
cp_4717,High School,Computer Science,65,53,66,83,63,sim_primary_teacher,Education,Upper-Intermediate,11.3,Education,0,0.19292905851762437,career_paths,negative,1,3,2,4,2
cp_4717,High School,Computer Science,65,53,66,83,63,sim_ux_researcher,STEM,Advanced,14.4,Technology,0,0.19293685410174127,career_paths,negative,1,3,7,0,7
cp_4718,Master's,Engineering,60,59,74,92,67,sim_professor,Education,Lower-Intermediate,5.1,Education,1,0.565,career_paths,positive,2,6,2,3,2
cp_4718,Master's,Engineering,60,59,74,92,67,sim_pharmacist,Health,Advanced,13.0,Healthcare,0,0.15283858200697792,career_paths,negative,2,6,4,0,5
cp_4718,Master's,Engineering,60,59,74,92,67,sim_physical_therapist,Health,Expert,16.7,Healthcare,0,0.34388542090756236,career_paths,negative,2,6,4,2,5
cp_4719,PhD,Science,44,50,52,42,56,sim_sales_assistant,Other,Beginner,4.1,General,0,0.469,career_paths,positive,3,12,6,1,4
cp_4719,PhD,Science,44,50,52,42,56,sim_actuary,Finance,Advanced,13.1,Finance & Banking,0,0.37242071331536275,career_paths,negative,3,12,3,0,3
cp_4719,PhD,Science,44,50,52,42,56,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,0,0.12469820787152516,career_paths,negative,3,12,0,4,0
cp_4721,Bachelor's,Science,57,59,41,46,54,sim_data_entry_operator,Other,Beginner,3.1,General,0,0.427,career_paths,positive,0,12,6,1,4
cp_4721,Bachelor's,Science,57,59,41,46,54,sim_ux_designer,Design,Beginner,3.5,Creative & Design,0,0.1464696735274896,career_paths,negative,0,12,1,1,1
cp_4721,Bachelor's,Science,57,59,41,46,54,sim_data_scientist,STEM,Upper-Intermediate,9.9,Technology,0,0.168535899961556,career_paths,negative,0,12,7,4,7
cp_4722,High School,Engineering,79,44,46,50,61,sim_research_scientist,STEM,Lower-Intermediate,6.6,Technology,1,0.794,career_paths,positive,1,6,7,3,7
cp_4722,High School,Engineering,79,44,46,50,61,sim_artist,Design,Advanced,14.9,Creative & Design,0,0.2526962451562508,career_paths,negative,1,6,1,0,1
cp_4722,High School,Engineering,79,44,46,50,61,sim_biostatistician,Other,Beginner,3.7,General,0,0.3373516099902901,career_paths,negative,1,6,6,1,4
cp_4723,High School,Finance,90,47,54,43,68,sim_research_scientist,STEM,Lower-Intermediate,6.6,Technology,1,0.5549999999999999,career_paths,positive,1,7,7,3,7
cp_4723,High School,Finance,90,47,54,43,68,sim_internal_auditor,Finance,Advanced,16.0,Finance & Banking,0,0.12143665742948508,career_paths,negative,1,7,3,0,3
cp_4723,High School,Finance,90,47,54,43,68,"sim_para_medical_(physiotherapy,_occupational_theropy,_audio_and_speech_language_theropy,_nursing)",Health,Expert,19.1,Healthcare,0,0.29104389569752864,career_paths,negative,1,7,4,2,5
cp_4724,PhD,Finance,66,61,81,85,59,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,1,0.6819999999999999,career_paths,positive,3,7,0,4,0
cp_4724,PhD,Finance,66,61,81,85,59,sim_fashion_designer,Design,Beginner,5.0,Creative & Design,0,0.14480063688112593,career_paths,negative,3,7,1,1,1
cp_4724,PhD,Finance,66,61,81,85,59,sim_deep_learning_engineer,STEM,Lower-Intermediate,6.2,Technology,0,0.3914371203628796,career_paths,negative,3,7,7,3,7
cp_4726,High School,Business,68,69,79,78,44,sim_marketing_executive,Business,Expert,18.4,Business & Management,1,0.6809999999999999,career_paths,positive,1,1,0,2,0
cp_4726,High School,Business,68,69,79,78,44,sim_medical,Health,Upper-Intermediate,10.6,Healthcare,0,0.36963202925552263,career_paths,negative,1,1,4,4,5
cp_4726,High School,Business,68,69,79,78,44,sim_ai_specialist,Other,Upper-Intermediate,9.4,General,0,0.3848748546837256,career_paths,negative,1,1,6,4,4
cp_4727,Bachelor's,Science,85,42,45,50,72,sim_research_scientist,STEM,Lower-Intermediate,6.6,Technology,1,0.673,career_paths,positive,0,12,7,3,7
cp_4727,Bachelor's,Science,85,42,45,50,72,sim_marketing,Business,Beginner,3.0,Business & Management,0,0.13184916327481244,career_paths,negative,0,12,0,1,0
cp_4727,Bachelor's,Science,85,42,45,50,72,"sim_middle,_higher_school_teacher_and_professors",Education,Lower-Intermediate,5.0,Education,0,0.2464109148562576,career_paths,negative,0,12,2,3,2
cp_4728,Master's,Computer Science,45,59,56,44,56,sim_sales_assistant,Other,Beginner,4.1,General,1,0.574,career_paths,positive,2,3,6,1,4
cp_4728,Master's,Computer Science,45,59,56,44,56,sim_marketing,Business,Beginner,3.0,Business & Management,0,0.1495739700995126,career_paths,negative,2,3,0,1,0
cp_4728,Master's,Computer Science,45,59,56,44,56,sim_psychologist,Health,Upper-Intermediate,8.7,Healthcare,0,0.2801066652349499,career_paths,negative,2,3,4,4,5
cp_4729,High School,Engineering,70,34,34,46,75,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.751,career_paths,positive,1,6,7,2,7
cp_4729,High School,Engineering,70,34,34,46,75,sim_database_designer,STEM,Advanced,12.3,Technology,0,0.16982173379855925,career_paths,negative,1,6,7,0,7
cp_4729,High School,Engineering,70,34,34,46,75,sim_logistics_manager,Business,Beginner,4.0,Business & Management,0,0.3311892950106913,career_paths,negative,1,6,0,1,0
cp_4730,High School,Engineering,92,30,41,62,59,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,1,0.605,career_paths,positive,1,6,3,0,3
cp_4730,High School,Engineering,92,30,41,62,59,sim_consultant,Business,Upper-Intermediate,12.0,Business & Management,0,0.29320078019490037,career_paths,negative,1,6,0,4,0
cp_4730,High School,Engineering,92,30,41,62,59,sim_pre_primary_teacher_(2020_nep_and_mental_health),Education,Lower-Intermediate,7.1,Education,0,0.2714813782861807,career_paths,negative,1,6,2,3,2
cp_4731,Bachelor's,Finance,65,74,80,76,57,sim_professor,Education,Lower-Intermediate,5.1,Education,1,0.736,career_paths,positive,0,7,2,3,2
cp_4731,Bachelor's,Finance,65,74,80,76,57,sim_data_scientist,STEM,Upper-Intermediate,9.9,Technology,0,0.347568147389599,career_paths,negative,0,7,7,4,7
cp_4731,Bachelor's,Finance,65,74,80,76,57,sim_software_engineer,STEM,Expert,20.0,Technology,0,0.2500819092504847,career_paths,negative,0,7,7,2,7
cp_4732,High School,Engineering,73,66,83,89,56,sim_marketing_executive,Business,Expert,18.4,Business & Management,1,0.6098571428571428,career_paths,positive,1,6,0,2,0
cp_4732,High School,Engineering,73,66,83,89,56,sim_database_designer,STEM,Advanced,12.3,Technology,0,0.1809555221037054,career_paths,negative,1,6,7,0,7
cp_4732,High School,Engineering,73,66,83,89,56,sim_lawyer,Legal,Expert,16.6,Legal Services,0,0.2862116490400265,career_paths,negative,1,6,5,2,6
cp_4733,Bachelor's,Computer Science,90,34,44,63,68,sim_clerk,Finance,Beginner,3.7,Finance & Banking,1,0.5459999999999999,career_paths,positive,0,3,3,1,3
cp_4733,Bachelor's,Computer Science,90,34,44,63,68,sim_primary_teacher,Education,Upper-Intermediate,11.3,Education,0,0.3871187896593419,career_paths,negative,0,3,2,4,2
cp_4733,Bachelor's,Computer Science,90,34,44,63,68,sim_database_designer,STEM,Advanced,12.3,Technology,0,0.2803478090032617,career_paths,negative,0,3,7,0,7
cp_4734,PhD,Computer Science,78,44,55,64,58,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,1,0.7655714285714286,career_paths,positive,3,3,3,0,3
cp_4734,PhD,Computer Science,78,44,55,64,58,sim_marketing_executive,Business,Expert,18.4,Business & Management,0,0.28888583471182927,career_paths,negative,3,3,0,2,0
cp_4734,PhD,Computer Science,78,44,55,64,58,sim_mobile_developer,STEM,Expert,16.9,Technology,0,0.3804252043778993,career_paths,negative,3,3,7,2,7
cp_4736,PhD,Commerce,73,48,73,70,40,sim_marketing_executive,Business,Expert,18.4,Business & Management,1,0.6037142857142858,career_paths,positive,3,2,0,2,0
cp_4736,PhD,Commerce,73,48,73,70,40,sim_clerk,Finance,Beginner,3.7,Finance & Banking,0,0.2545825300923235,career_paths,negative,3,2,3,1,3
cp_4736,PhD,Commerce,73,48,73,70,40,sim_language_teacher,Education,Lower-Intermediate,6.6,Education,0,0.39890723851443777,career_paths,negative,3,2,2,3,2
cp_4737,High School,Science,69,63,67,79,51,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,1,0.6629999999999999,career_paths,positive,1,12,0,4,0
cp_4737,High School,Science,69,63,67,79,51,sim_artist,Design,Advanced,14.9,Creative & Design,0,0.14789861305992263,career_paths,negative,1,12,1,0,1
cp_4737,High School,Science,69,63,67,79,51,sim_chartered_accountant,Finance,Beginner,4.8,Finance & Banking,0,0.2611119529036961,career_paths,negative,1,12,3,1,3
cp_4739,PhD,Engineering,73,45,79,77,65,sim_marketing_executive,Business,Expert,18.4,Business & Management,1,0.6319999999999999,career_paths,positive,3,6,0,2,0
cp_4739,PhD,Engineering,73,45,79,77,65,sim_front-end_developer,STEM,Advanced,13.3,Technology,0,0.16387025230431446,career_paths,negative,3,6,7,0,7
cp_4739,PhD,Engineering,73,45,79,77,65,sim_pre_primary_teacher_(2020_nep_and_mental_health),Education,Lower-Intermediate,7.1,Education,0,0.2359979105022078,career_paths,negative,3,6,2,3,2
cp_4740,Bachelor's,Commerce,77,42,48,65,70,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,0,0.42,career_paths,positive,0,2,3,0,3
cp_4740,Bachelor's,Commerce,77,42,48,65,70,sim_fashion_designer,Design,Beginner,5.0,Creative & Design,0,0.15117217285053045,career_paths,negative,0,2,1,1,1
cp_4740,Bachelor's,Commerce,77,42,48,65,70,sim_research_analyst,STEM,Advanced,14.2,Technology,0,0.16675863145774183,career_paths,negative,0,2,7,0,7
cp_4741,High School,Business,59,59,82,81,65,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,1,0.595,career_paths,positive,1,1,2,3,2
cp_4741,High School,Business,59,59,82,81,65,sim_lawyer,Legal,Expert,16.6,Legal Services,0,0.16324001488967907,career_paths,negative,1,1,5,2,6
cp_4741,High School,Business,59,59,82,81,65,sim_internal_auditor,Finance,Advanced,16.0,Finance & Banking,0,0.19600940170720238,career_paths,negative,1,1,3,0,3
cp_4742,High School,Finance,46,55,52,56,48,sim_sales_assistant,Other,Beginner,4.1,General,1,0.5389999999999999,career_paths,positive,1,7,6,1,4
cp_4742,High School,Finance,46,55,52,56,48,"sim_para_medical_(physiotherapy,_occupational_theropy,_audio_and_speech_language_theropy,_nursing)",Health,Expert,19.1,Healthcare,0,0.14038151035565094,career_paths,negative,1,7,4,2,5
cp_4742,High School,Finance,46,55,52,56,48,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,0,0.34280265249250486,career_paths,negative,1,7,0,4,0
cp_4743,PhD,Arts,81,42,55,48,64,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.731,career_paths,positive,3,0,7,2,7
cp_4743,PhD,Arts,81,42,55,48,64,sim_project_manager,Business,Advanced,12.6,Business & Management,0,0.16620267918766407,career_paths,negative,3,0,0,0,0
cp_4743,PhD,Arts,81,42,55,48,64,sim_actuary,Finance,Advanced,13.1,Finance & Banking,0,0.22497069854301255,career_paths,negative,3,0,3,0,3
cp_4745,High School,Commerce,44,43,45,42,47,sim_sales_assistant,Other,Beginner,4.1,General,1,0.574,career_paths,positive,1,2,6,1,4
cp_4745,High School,Commerce,44,43,45,42,47,sim_project_manager,Business,Advanced,12.6,Business & Management,0,0.1048171414690073,career_paths,negative,1,2,0,0,0
cp_4745,High School,Commerce,44,43,45,42,47,sim_medical,Health,Upper-Intermediate,10.6,Healthcare,0,0.13146446298453465,career_paths,negative,1,2,4,4,5
cp_4746,High School,Engineering,56,57,57,51,40,sim_data_entry_operator,Other,Beginner,3.1,General,1,0.637,career_paths,positive,1,6,6,1,4
cp_4746,High School,Engineering,56,57,57,51,40,sim_devops_engineer,STEM,Lower-Intermediate,6.9,Technology,0,0.3688815701239755,career_paths,negative,1,6,7,3,7
cp_4746,High School,Engineering,56,57,57,51,40,sim_physician,Health,Beginner,4.2,Healthcare,0,0.3511480611521337,career_paths,negative,1,6,4,1,5
cp_4747,High School,Finance,86,35,52,52,57,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,1,0.5827142857142856,career_paths,positive,1,7,3,0,3
cp_4747,High School,Finance,86,35,52,52,57,sim_software_engineer,STEM,Expert,20.0,Technology,0,0.3522767357365584,career_paths,negative,1,7,7,2,7
cp_4747,High School,Finance,86,35,52,52,57,sim_graphic_designer,Design,Upper-Intermediate,9.6,Creative & Design,0,0.22340602517645713,career_paths,negative,1,7,1,4,1
cp_4748,Master's,Commerce,52,61,89,82,49,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,1,0.7399999999999999,career_paths,positive,2,2,0,4,0
cp_4748,Master's,Commerce,52,61,89,82,49,sim_data_entry_operator,Other,Beginner,3.1,General,0,0.14245923965549928,career_paths,negative,2,2,6,1,4
cp_4748,Master's,Commerce,52,61,89,82,49,sim_chief_financial_officer,Finance,Upper-Intermediate,10.7,Finance & Banking,0,0.13236835644829484,career_paths,negative,2,2,3,4,3
cp_4749,Master's,Business,66,47,77,75,53,sim_marketing_executive,Business,Expert,18.4,Business & Management,1,0.509,career_paths,positive,2,1,0,2,0
cp_4749,Master's,Business,66,47,77,75,53,sim_professor,Education,Lower-Intermediate,5.1,Education,0,0.28168081744021467,career_paths,negative,2,1,2,3,2
cp_4749,Master's,Business,66,47,77,75,53,sim_internal_auditor,Finance,Advanced,16.0,Finance & Banking,0,0.3484579764725889,career_paths,negative,2,1,3,0,3
cp_4753,Bachelor's,Engineering,61,56,87,89,65,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,1,0.757,career_paths,positive,0,6,0,4,0
cp_4753,Bachelor's,Engineering,61,56,87,89,65,sim_ai_specialist,Other,Upper-Intermediate,9.4,General,0,0.37003434464207297,career_paths,negative,0,6,6,4,4
cp_4753,Bachelor's,Engineering,61,56,87,89,65,sim_data_engineer,STEM,Lower-Intermediate,6.0,Technology,0,0.18661949516806797,career_paths,negative,0,6,7,3,7
cp_4754,Bachelor's,Psychology,79,40,45,58,54,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,1,0.661,career_paths,positive,0,11,3,0,3
cp_4754,Bachelor's,Psychology,79,40,45,58,54,sim_marketing,Business,Beginner,3.0,Business & Management,0,0.1963079709500361,career_paths,negative,0,11,0,1,0
cp_4754,Bachelor's,Psychology,79,40,45,58,54,sim_lawyer,Legal,Expert,16.6,Legal Services,0,0.13026299705842742,career_paths,negative,0,11,5,2,6
cp_4755,Master's,Engineering,90,45,47,58,71,sim_research_scientist,STEM,Lower-Intermediate,6.6,Technology,1,0.5399999999999999,career_paths,positive,2,6,7,3,7
cp_4755,Master's,Engineering,90,45,47,58,71,sim_psychologist,Health,Upper-Intermediate,8.7,Healthcare,0,0.3323229367804036,career_paths,negative,2,6,4,4,5
cp_4755,Master's,Engineering,90,45,47,58,71,sim_economist,Finance,Expert,19.8,Finance & Banking,0,0.18270708133634167,career_paths,negative,2,6,3,2,3
cp_4756,High School,Science,41,49,51,53,57,sim_sales_assistant,Other,Beginner,4.1,General,1,0.644,career_paths,positive,1,12,6,1,4
cp_4756,High School,Science,41,49,51,53,57,sim_devops_engineer,STEM,Lower-Intermediate,6.9,Technology,0,0.24427884086902893,career_paths,negative,1,12,7,3,7
cp_4756,High School,Science,41,49,51,53,57,sim_full_stack_developer,STEM,Lower-Intermediate,5.6,Technology,0,0.37866919135864974,career_paths,negative,1,12,7,3,7
cp_4757,Master's,Finance,58,45,44,55,53,sim_sales_assistant,Other,Beginner,4.1,General,1,0.567,career_paths,positive,2,7,6,1,4
cp_4757,Master's,Finance,58,45,44,55,53,sim_primary_teacher,Education,Upper-Intermediate,11.3,Education,0,0.3256647190974811,career_paths,negative,2,7,2,4,2
cp_4757,Master's,Finance,58,45,44,55,53,sim_graphic_designer,Design,Upper-Intermediate,9.6,Creative & Design,0,0.11582136888672154,career_paths,negative,2,7,1,4,1
cp_4758,High School,Finance,87,45,41,51,61,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,1,0.644,career_paths,positive,1,7,3,0,3
cp_4758,High School,Finance,87,45,41,51,61,sim_pre_primary_teacher_(2020_nep_and_mental_health),Education,Lower-Intermediate,7.1,Education,0,0.10244637833782891,career_paths,negative,1,7,2,3,2
cp_4758,High School,Finance,87,45,41,51,61,sim_deep_learning_engineer,STEM,Lower-Intermediate,6.2,Technology,0,0.33622237776412245,career_paths,negative,1,7,7,3,7
cp_4759,Bachelor's,Science,75,43,55,56,70,sim_clerk,Finance,Beginner,3.7,Finance & Banking,0,0.427,career_paths,positive,0,12,3,1,3
cp_4759,Bachelor's,Science,75,43,55,56,70,sim_ai_specialist,Other,Upper-Intermediate,9.4,General,0,0.2657500710936087,career_paths,negative,0,12,6,4,4
cp_4759,Bachelor's,Science,75,43,55,56,70,sim_data_engineer,STEM,Lower-Intermediate,6.0,Technology,0,0.3161003228088103,career_paths,negative,0,12,7,3,7
cp_4762,Master's,Arts,80,28,51,67,59,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,1,0.644,career_paths,positive,2,0,3,0,3
cp_4762,Master's,Arts,80,28,51,67,59,sim_medical,Health,Upper-Intermediate,10.6,Healthcare,0,0.14704459654798407,career_paths,negative,2,0,4,4,5
cp_4762,Master's,Arts,80,28,51,67,59,sim_devops_engineer,STEM,Lower-Intermediate,6.9,Technology,0,0.3616143549911861,career_paths,negative,2,0,7,3,7
cp_4763,PhD,Computer Science,77,27,47,50,67,sim_clerk,Finance,Beginner,3.7,Finance & Banking,1,0.637,career_paths,positive,3,3,3,1,3
cp_4763,PhD,Computer Science,77,27,47,50,67,sim_pharmacist,Health,Advanced,13.0,Healthcare,0,0.3319974937043386,career_paths,negative,3,3,4,0,5
cp_4763,PhD,Computer Science,77,27,47,50,67,sim_music_teacher,Education,Lower-Intermediate,7.0,Education,0,0.36725167421638416,career_paths,negative,3,3,2,3,2
cp_4764,Bachelor's,Psychology,84,50,49,56,84,sim_research_scientist,STEM,Lower-Intermediate,6.6,Technology,1,0.794,career_paths,positive,0,11,7,3,7
cp_4764,Bachelor's,Psychology,84,50,49,56,84,sim_pharmacist,Health,Advanced,13.0,Healthcare,0,0.20232882479724126,career_paths,negative,0,11,4,0,5
cp_4764,Bachelor's,Psychology,84,50,49,56,84,sim_graphic_designer,Design,Upper-Intermediate,9.6,Creative & Design,0,0.1827115585849739,career_paths,negative,0,11,1,4,1
cp_4765,Master's,Computer Science,60,57,89,89,64,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,1,0.738,career_paths,positive,2,3,0,4,0
cp_4765,Master's,Computer Science,60,57,89,89,64,sim_fashion_designer,Design,Beginner,5.0,Creative & Design,0,0.1455194319771781,career_paths,negative,2,3,1,1,1
cp_4765,Master's,Computer Science,60,57,89,89,64,sim_ai_researcher,STEM,Advanced,15.0,Technology,0,0.3790265523840992,career_paths,negative,2,3,7,0,7
cp_4766,Bachelor's,Science,54,67,86,75,69,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,0,0.48299999999999993,career_paths,positive,0,12,2,3,2
cp_4766,Bachelor's,Science,54,67,86,75,69,sim_clerk,Finance,Beginner,3.7,Finance & Banking,0,0.1530487610673522,career_paths,negative,0,12,3,1,3
cp_4766,Bachelor's,Science,54,67,86,75,69,sim_fashion_designer,Design,Beginner,5.0,Creative & Design,0,0.13579517011345152,career_paths,negative,0,12,1,1,1
cp_4767,High School,Arts,65,60,85,72,41,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,1,0.661,career_paths,positive,1,0,0,4,0
cp_4767,High School,Arts,65,60,85,72,41,sim_chartered_accountant,Finance,Beginner,4.8,Finance & Banking,0,0.1578034626960347,career_paths,negative,1,0,3,1,3
cp_4767,High School,Arts,65,60,85,72,41,sim_economist,Finance,Expert,19.8,Finance & Banking,0,0.331414518028034,career_paths,negative,1,0,3,2,3
cp_4768,Bachelor's,Psychology,75,40,58,42,85,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.716,career_paths,positive,0,11,7,2,7
cp_4768,Bachelor's,Psychology,75,40,58,42,85,sim_primary_teacher,Education,Upper-Intermediate,11.3,Education,0,0.3668587704948644,career_paths,negative,0,11,2,4,2
cp_4768,Bachelor's,Psychology,75,40,58,42,85,sim_language_teacher,Education,Lower-Intermediate,6.6,Education,0,0.34327403694892733,career_paths,negative,0,11,2,3,2
cp_4769,PhD,Computer Science,40,50,52,44,57,sim_sales_assistant,Other,Beginner,4.1,General,0,0.427,career_paths,positive,3,3,6,1,4
cp_4769,PhD,Computer Science,40,50,52,44,57,sim_marketing_executive,Business,Expert,18.4,Business & Management,0,0.2689715658613855,career_paths,negative,3,3,0,2,0
cp_4769,PhD,Computer Science,40,50,52,44,57,sim_research_scientist,STEM,Lower-Intermediate,6.6,Technology,0,0.398165275233317,career_paths,negative,3,3,7,3,7
cp_4770,High School,Business,54,57,54,59,59,sim_data_entry_operator,Other,Beginner,3.1,General,0,0.48299999999999993,career_paths,positive,1,1,6,1,4
cp_4770,High School,Business,54,57,54,59,59,sim_research_scientist,STEM,Lower-Intermediate,6.6,Technology,0,0.12065621934803464,career_paths,negative,1,1,7,3,7
cp_4770,High School,Business,54,57,54,59,59,sim_front-end_developer,STEM,Advanced,13.3,Technology,0,0.36015750334648766,career_paths,negative,1,1,7,0,7
cp_4773,High School,Psychology,83,35,49,46,65,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.6319999999999999,career_paths,positive,1,11,7,2,7
cp_4773,High School,Psychology,83,35,49,46,65,sim_content_strategist,Business,Beginner,3.3,Business & Management,0,0.2283141585141307,career_paths,negative,1,11,0,1,0
cp_4773,High School,Psychology,83,35,49,46,65,sim_physical_therapist,Health,Expert,16.7,Healthcare,0,0.23653670461163995,career_paths,negative,1,11,4,2,5
cp_4774,Master's,Commerce,66,65,88,77,51,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,1,0.6519999999999999,career_paths,positive,2,2,0,4,0
cp_4774,Master's,Commerce,66,65,88,77,51,sim_deep_learning_engineer,STEM,Lower-Intermediate,6.2,Technology,0,0.13827846809538416,career_paths,negative,2,2,7,3,7
cp_4774,Master's,Commerce,66,65,88,77,51,sim_mobile_developer,STEM,Expert,16.9,Technology,0,0.11002989230614853,career_paths,negative,2,2,7,2,7
cp_4775,Master's,Arts,75,69,68,79,45,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,1,0.572,career_paths,positive,2,0,0,4,0
cp_4775,Master's,Arts,75,69,68,79,45,sim_psychologist,Health,Upper-Intermediate,8.7,Healthcare,0,0.19498849782083,career_paths,negative,2,0,4,4,5
